32,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620591137,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,E54EEFF4-A283-E33D-2B3C-F218A0B9A528,1620591734031,NULL,127.0.0.1,/,0
33,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620591771,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,C0D9665A-4EA1-91C0-1FAA-83CD0739357C,1620592367913,NULL,127.0.0.1,/,0
34,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620591827,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,D85A148D-CF31-5886-EF54-5EEBD7F77F86,1620592423252,NULL,127.0.0.1,/,0
35,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620592098,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,DB6C9F77-936B-222D-B872-9A99CA8DA9A3,1620592694599,NULL,127.0.0.1,/,0
36,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620592171,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,7DD2CDA3-E2A5-3EF6-9F47-EBE29CE3B014,1620592768015,NULL,127.0.0.1,/,0
37,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620592252,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,4402F4CE-714F-16C1-F12D-28B744380B4E,1620592848754,NULL,127.0.0.1,/,0
38,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620592368,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,F57473F0-0289-07F6-3E3B-F37ABF59CFAD,1620592964613,NULL,127.0.0.1,/,0
39,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620592653,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,B3C8804C-8073-C8BC-3B63-BAC45B9215A7,1620593249881,NULL,127.0.0.1,/,0
40,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620592782,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,4E4ECD2E-CC7B-5B8D-3C73-CB2E9F69890C,1620593378486,NULL,127.0.0.1,/,0
41,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620592862,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,F417E535-AA40-8CDB-6450-F85608479E0B,1620593458340,NULL,127.0.0.1,/,0
42,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620592896,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,82B23836-10D3-E089-06BA-7AE7A4D88D9B,1620593492714,NULL,127.0.0.1,/,0
43,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620592965,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,D9231229-5B5C-2A31-5F38-B0686A260282,1620593561307,NULL,127.0.0.1,/,0
44,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620593412,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,50C3F990-7F23-39F2-7A7A-32C4F921B3DF,1620594008493,NULL,127.0.0.1,/,0
45,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620593501,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,801BC603-02D1-8F17-A7A1-9D1096AB3458,1620594097541,NULL,127.0.0.1,/,0
46,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620593928,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,35BC108B-FF7B-D00B-3ED1-91F7B2335926,1620594524558,NULL,127.0.0.1,/,0
47,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594035,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,E31B3F65-63BB-2475-8491-C962362B0E85,1620594631344,NULL,127.0.0.1,/,0
48,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594220,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,4D1496D1-46FB-F0FC-C4C4-0752360D34A1,1620594816898,NULL,127.0.0.1,/,0
49,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594259,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,4F1391B7-D978-6952-6A04-608D8BD42867,1620594856179,NULL,127.0.0.1,/,0
50,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594417,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,2B81307A-C7B1-149F-AA6B-93701274942C,1620595013280,NULL,127.0.0.1,/,0
51,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594502,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,2C797ECE-A6FB-1A65-0065-792931FEA1C5,1620595098714,NULL,127.0.0.1,/,0
52,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594532,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,9F789C1E-5892-CCCA-CDE4-279F0D6A60B3,1620595128888,NULL,127.0.0.1,/,0
53,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594601,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,10E7E7CB-88DB-1CA8-C5EE-3EE5BA559C30,1620595197676,NULL,127.0.0.1,/,0
54,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594637,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,AB41AC43-FBD1-0E07-B3DF-95114308CE99,1620595233600,NULL,127.0.0.1,/,0
55,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594674,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,24D55389-6EEA-FDBD-CBCB-16F8942BB346,1620595270867,NULL,127.0.0.1,/,0
56,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620594710,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,40616B10-34DB-D64D-DA32-90A868FE1329,1620595307387,NULL,127.0.0.1,/,0
57,44F924F9-7413-F621-F8AA-017B1667D4FB,0,1620594794,202107,1,1,216.243.7.56,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10.15;,rv:88.0),Gecko\/20100101,"Firefox\/88.0""}",0,E4F5E2B4-41E2-A042-BB76-178A2AC9AF0F,1620595391087,NULL,127.0.0.1,/,0
58,44F924F9-7413-F621-F8AA-017B1667D4FB,0,1620594909,202107,1,1,216.243.7.56,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10.15;,rv:88.0),Gecko\/20100101,"Firefox\/88.0""}",0,462C4CEE-4659-FAC3-F0B6-220615328694,1620595505937,NULL,127.0.0.1,/,0
59,44F924F9-7413-F621-F8AA-017B1667D4FB,0,1620594934,202107,1,1,216.243.7.56,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10.15;,rv:88.0),Gecko\/20100101,"Firefox\/88.0""}",0,E33FD437-E01F-1135-030A-C37546784819,1620595530838,NULL,127.0.0.1,/,0
60,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620595109,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,76911810-0672-DABD-3AEE-E57221294D64,1620595706082,NULL,127.0.0.1,/,0
61,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620595154,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,14889A6C-53DA-290D-BB3A-8CE3AB620DCE,1620595750478,NULL,127.0.0.1,/,0
62,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620595241,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,C1F556DC-D563-E633-B32E-A4D2123F81CB,1620595838316,NULL,127.0.0.1,/,0
63,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620595328,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,C54AC25F-BF92-8D9F-367E-F118AB7792CF,1620595924662,NULL,127.0.0.1,/,0
64,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620595828,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,A491EF3F-4FD6-5F23-F455-601BF2DD8738,1620596425151,NULL,127.0.0.1,/,0
65,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620595832,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,16877E12-6B0D-C44C-9138-7615BF737D3C,1620596429013,NULL,127.0.0.1,/,0
66,44F924F9-7413-F621-F8AA-017B1667D4FB,0,1620595870,202107,1,1,216.243.7.56,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10.15;,rv:88.0),Gecko\/20100101,"Firefox\/88.0""}",0,54515579-2BA4-04DF-6702-77AEE1BAAEEE,1620596466865,NULL,127.0.0.1,/,0
67,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620595892,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,4607BB78-FE49-008F-4C2D-FEB7435E39B6,1620596488367,NULL,127.0.0.1,/,0
68,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620596033,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,4081D58E-CEA9-6A2F-BE12-58AFF135F8CD,1620596629749,NULL,127.0.0.1,/,0
69,9A9D579E-27B1-12CA-5997-5F05E127AA61,0,1620596065,202107,1,1,205.175.97.218,"{""user_agent"":""Mozilla\/5.0",(Macintosh;,Intel,Mac,OS,X,10_15_6),AppleWebKit\/605.1.15,"(KHTML,",like,Gecko),Version\/13.1.2,"Safari\/605.1.15""}",0,2D83027A-4650-8868-E8BA-74E99649A8E8,1620596662090,NULL,127.0.0.1,/,0
